route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
790,48152.124657,661291,,,,23271,48166,0,0
790,48152.124657,661292,,,,23271,48166,0,0
790,48152.124657,661293,,,,23271,48166,0,0
790,48152.124657,661294,,,,23271,48166,0,0
790,48152.124657,661295,,,,23271,48166,0,0
790,48152.124657,661296,,,,23271,48166,0,0
790,48152.124657,661297,,,,23271,48166,0,0
790,48152.124657,661298,,,,23271,48166,0,0
790,48152.124657,661299,,,,23271,48166,0,0
790,48152.124657,661300,,,,23271,48166,0,0
790,48152.124657,661301,,,,23271,48166,0,0
790,48152.124657,661302,,,,23271,48166,0,0
790,48152.124657,661303,,,,23271,48166,0,0
790,48152.124657,661304,,,,23271,48166,0,0
790,48152.124657,661305,,,,23271,48166,0,0
790,48152.124657,661306,,,,23271,48166,0,0
790,48152.126137,670178,,,,23713,48166,0,0
790,48152.126137,670179,,,,23713,48166,0,0
790,48152.126137,670180,,,,23713,48166,0,0
790,48152.126137,670181,,,,23713,48166,0,0
790,48152.126137,670182,,,,23713,48166,0,0
790,48152.126137,670183,,,,23713,48166,0,0
790,48152.126137,670184,,,,23713,48166,0,0
790,48152.126137,670185,,,,23713,48166,0,0
790,48152.126137,670186,,,,23713,48166,0,0
790,48152.126137,670187,,,,23713,48166,0,0
790,48152.126137,670188,,,,23713,48166,0,0
790,48152.126137,670189,,,,23713,48166,0,0
790,48152.126137,670190,,,,23713,48166,0,0
790,48152.126137,670191,,,,23713,48166,0,0
790,48152.126137,670192,,,,23713,48166,0,0
790,48152.126137,670193,,,,23713,48166,0,0
790,48152.126137,670194,,,,23713,48166,0,0
790,48152.126137,670195,,,,23713,48166,0,0
790,48152.126137,670196,,,,23713,48166,0,0
790,48152.126137,670197,,,,23713,48166,0,0
790,48152.126137,670198,,,,23713,48166,0,0
790,48152.126137,670201,,,,23711,48166,0,0
790,48152.126137,670202,,,,23711,48166,0,0
790,48152.126137,670203,,,,23711,48166,0,0
790,48152.126137,670204,,,,23711,48166,0,0
790,48152.126137,670205,,,,23711,48166,0,0
790,48152.126137,670206,,,,23711,48166,0,0
790,48152.126137,670207,,,,23711,48166,0,0
790,48152.126137,670208,,,,23711,48166,0,0
790,48152.126137,670209,,,,23711,48166,0,0
790,48152.126137,670210,,,,23711,48166,0,0
790,48152.126137,670211,,,,23711,48166,0,0
790,48152.126137,670212,,,,23711,48166,0,0
790,48152.126137,670213,,,,23711,48166,0,0
790,48152.126137,670214,,,,23711,48166,0,0
2235,48152.124657,661310,,,,23271,48168,0,0
2235,48152.124657,670460,,,,23726,48168,0,0
2235,48152.124657,670461,,,,23726,48168,0,0
2235,48152.124657,670503,,,,23726,48168,0,0
2235,48152.124657,670504,,,,23726,48168,0,0
2235,48152.124657,670505,,,,23726,48168,0,0
2235,48152.124657,670506,,,,23726,48168,0,0
2235,48152.124657,670507,,,,23726,48168,0,0
2235,48152.124657,670508,,,,23726,48168,0,0
2235,48152.124657,670509,,,,23726,48168,0,0
2235,48152.124657,670510,,,,23726,48168,0,0
2235,48152.124657,670511,,,,23726,48168,0,0
2235,48152.124657,670512,,,,23726,48168,0,0
2235,48152.124657,670531,,,,23721,48168,0,0
2235,48152.124657,670532,,,,23721,48168,0,0
2235,48152.124657,670533,,,,23721,48168,0,0
2235,48152.124657,670534,,,,23721,48168,0,0
2235,48152.124657,670535,,,,23721,48168,0,0
2235,48152.124657,670536,,,,23721,48168,0,0
2235,48152.124657,670537,,,,23721,48168,0,0
2235,48152.124657,670539,,,,23722,48168,0,0
2235,48152.124657,670540,,,,23722,48168,0,0
2235,48152.124657,670541,,,,23722,48168,0,0
2235,48152.124657,670542,,,,23722,48168,0,0
2235,48152.124657,670543,,,,23722,48168,0,0
2235,48152.124657,670544,,,,23722,48168,0,0
2235,48152.124657,670545,,,,23722,48168,0,0
2235,48152.124657,670546,,,,23723,48168,0,0
2235,48152.124657,670547,,,,23723,48168,0,0
2235,48152.124657,670548,,,,23723,48168,0,0
2235,48152.124657,670549,,,,23723,48168,0,0
2235,48152.124657,670550,,,,23723,48168,0,0
2235,48152.124657,670551,,,,23723,48168,0,0
2235,48152.124657,670552,,,,23723,48168,0,0
2235,48152.124657,670553,,,,23723,48168,0,0
2235,48152.124657,670554,,,,23723,48168,0,0
2235,48152.124657,670555,,,,23723,48168,0,0
2235,48152.124657,670556,,,,23723,48168,0,0
792,17907,670173,Quad Stadium Express,,,23711,48675,0,0
792,17907,670174,Quad Stadium Express,,,23711,48675,0,0
792,17907,670175,Quad Stadium Express,,,23711,48675,0,0
792,17907,670176,Quad Stadium Express,,,23711,48675,0,0
792,17907,670177,Quad Stadium Express,,,23711,48675,0,0
792,17907,670557,Quad Stadium Express,,,23724,48675,0,0
792,17907,670558,Quad Stadium Express,,,23724,48675,0,0
792,17907,670559,Quad Stadium Express,,,23724,48675,0,0
792,17907,670560,Quad Stadium Express,,,23724,48675,0,0
793,48688.126119,661311,,,,23272,48169,0,0
793,48688.126119,661312,,,,23272,48169,0,0
793,48688.126119,661313,,,,23272,48169,0,0
793,48688.126119,661314,,,,23272,48169,0,0
793,48688.126119,661315,,,,23272,48169,0,0
793,48688.126119,670401,,,,23725,48169,0,0
793,48688.126119,670402,,,,23725,48169,0,0
793,48688.126119,670403,,,,23725,48169,0,0
793,48688.126119,670404,,,,23725,48169,0,0
793,48688.126119,670405,,,,23725,48169,0,0
793,48688.126119,670406,,,,23725,48169,0,0
793,48688.126119,670407,,,,23725,48169,0,0
793,48688.126119,670408,,,,23725,48169,0,0
793,48688.126119,670409,,,,23725,48169,0,0
793,48688.126119,670410,,,,23725,48169,0,0
793,48688.126119,670414,,,,23725,48169,0,0
793,48688.126119,670421,,,,23725,48169,0,0
793,48688.126119,670422,,,,23725,48169,0,0
793,48688.126119,670423,,,,23725,48169,0,0
793,48688.126119,670424,,,,23725,48169,0,0
793,48688.126119,670425,,,,23725,48169,0,0
793,48688.126119,670426,,,,23725,48169,0,0
793,48688.126119,670427,,,,23725,48169,0,0
793,48688.126119,670428,,,,23725,48169,0,0
793,48688.126119,670429,,,,23725,48169,0,0
793,48688.126119,670431,,,,23725,48169,0,0
5707,48152.126137,670570,SEC Express,,,23727,48700,0,0
5707,48152.126137,670571,SEC Express,,,23727,48700,0,0
5707,48152.126137,670572,SEC Express,,,23727,48700,0,0
5707,48152.126137,670573,SEC Express,,,23727,48700,0,0
5707,48152.126137,670574,SEC Express,,,23727,48700,0,0
5707,48152.126137,670575,SEC Express,,,23727,48700,0,0
5707,48152.126137,670576,SEC Express,,,23727,48700,0,0
5707,48152.126137,670591,SEC Express,,,23727,48700,0,0
5707,48152.126137,670592,SEC Express,,,23727,48700,0,0
5707,48152.126137,670593,SEC Express,,,23727,48700,0,0
5707,48152.126137,670594,SEC Express,,,23727,48700,0,0
5707,48152.126137,670595,SEC Express,,,23727,48700,0,0
5707,48152.126137,670596,SEC Express,,,23727,48700,0,0
5707,48152.126137,670597,SEC Express,,,23727,48700,0,0
5707,48152.126137,670577,SEC Express,,,23728,48700,0,0
5707,48152.126137,670578,SEC Express,,,23728,48700,0,0
5707,48152.126137,670579,SEC Express,,,23728,48700,0,0
5707,48152.126137,670580,SEC Express,,,23728,48700,0,0
5707,48152.126137,670581,SEC Express,,,23728,48700,0,0
5707,48152.126137,670582,SEC Express,,,23728,48700,0,0
5707,48152.126137,670583,SEC Express,,,23728,48700,0,0
5707,48152.126137,670584,SEC Express,,,23728,48700,0,0
5707,48152.126137,670585,SEC Express,,,23728,48700,0,0
5707,48152.126137,670586,SEC Express,,,23728,48700,0,0
5707,48152.126137,670587,SEC Express,,,23728,48700,0,0
5707,48152.126137,670588,SEC Express,,,23728,48700,0,0
5707,48152.126137,670589,SEC Express,,,23728,48700,0,0
5707,48152.126137,670590,SEC Express,,,23728,48700,0,0
5707,48152.124657,670598,SEC Express,,,23727,48700,0,0
5707,48152.124657,670599,SEC Express,,,23727,48700,0,0
5707,48152.124657,670600,SEC Express,,,23728,48700,0,0
5707,48152.124657,670601,SEC Express,,,23728,48700,0,0
